article,token,ann1,ann2,diff,final,
2016-42-1-121–161,translation,B,B,F,B,
2016-42-1-121–161,agencies,I,I,F,I,
2016-42-1-121–161,:,O,O,F,O,
2016-42-1-121–161,post,B,O,T,B,
2016-42-1-121–161,-,I,O,T,I,
2016-42-1-121–161,editing,I,O,T,I,
2016-42-1-121–161,and,O,O,F,O,
2016-42-1-121–161,interactive,B,O,T,B,
2016-42-1-121–161,machine,I,B,T,I,
2016-42-1-121–161,translation,I,I,F,I,
2016-42-1-121–161,.,O,O,F,O,
2016-42-1-121–161,In,O,O,F,O,
2016-42-1-121–161,both,O,O,F,O,
2016-42-1-121–161,scenarios,O,O,F,O,
2016-42-1-121–161,",",O,O,F,O,
2016-42-1-121–161,the,O,O,F,O,
2016-42-1-121–161,SMT,B,B,F,B,
2016-42-1-121–161,system,I,O,T,I,
2016-42-1-121–161,collaborates,B,O,T,O,
2016-42-1-121–161,with,O,O,F,O,
2016-42-1-121–161,the,O,O,F,O,
2016-42-1-121–161,user,O,O,F,O,
2016-42-1-121–161,to,O,O,F,O,
2016-42-1-121–161,generate,O,O,F,O,
2016-42-1-121–161,high,O,O,F,O,
2016-42-1-121–161,-,O,O,F,O,
2016-42-1-121–161,quality,O,O,F,O,
2016-42-1-121–161,translations,O,B,T,B,
2016-42-1-121–161,.,O,O,F,O,
2016-42-1-121–161,These,O,O,F,O,
2016-42-1-121–161,user,B,O,T,B,
2016-42-1-121–161,-,I,O,T,I,
2016-42-1-121–161,validated,I,O,T,I,
2016-42-1-121–161,translations,I,B,T,I,
2016-42-1-121–161,can,O,O,F,O,
2016-42-1-121–161,be,O,O,F,O,
2016-42-1-121–161,used,O,O,F,O,
2016-42-1-121–161,to,O,O,F,O,
2016-42-1-121–161,extend,O,O,F,O,
2016-42-1-121–161,the,O,O,F,O,
2016-42-1-121–161,SMT,B,B,F,B,
2016-42-1-121–161,models,I,O,T,I,
2016-42-1-121–161,by,O,O,F,O,
2016-42-1-121–161,means,O,O,F,O,
2016-42-1-121–161,of,O,O,F,O,
2016-42-1-121–161,online,B,O,T,O,
2016-42-1-121–161,learning,I,O,T,O,
2016-42-1-121–161,.,O,O,F,O,
2016-42-1-121–161,Empirical,B,O,T,B,
2016-42-1-121–161,results,I,O,T,I,
2016-42-1-121–161,in,O,O,F,O,
2016-42-1-121–161,the,O,O,F,O,
2016-42-1-121–161,two,O,O,F,O,
2016-42-1-121–161,scenarios,O,O,F,O,
2016-42-1-121–161,under,O,O,F,O,
2016-42-1-121–161,consideration,O,O,F,O,
2016-42-1-121–161,show,O,O,F,O,
2016-42-1-121–161,the,O,O,F,O,
2016-42-1-121–161,great,O,O,F,O,
2016-42-1-121–161,impact,O,O,F,O,
2016-42-1-121–161,of,O,O,F,O,
2016-42-1-121–161,frequent,B,O,T,O,
2016-42-1-121–161,updates,I,O,T,O,
2016-42-1-121–161,in,O,O,F,O,
2016-42-1-121–161,the,O,O,F,O,
2016-42-1-121–161,system,O,O,F,O,
2016-42-1-121–161,performance,O,O,F,O,
2016-42-1-121–161,.,O,O,F,O,
2016-42-1-121–161,The,O,O,F,O,
2016-42-1-121–161,time,B,O,T,O,
2016-42-1-121–161,cost,I,O,T,O,
2016-42-1-121–161,of,O,O,F,O,
2016-42-1-121–161,such,O,O,F,O,
2016-42-1-121–161,updates,B,O,T,O,
2016-42-1-121–161,was,O,O,F,O,
2016-42-1-121–161,also,O,O,F,O,
2016-42-1-121–161,measured,O,O,F,O,
2016-42-1-121–161,",",O,O,F,O,
2016-42-1-121–161,comparing,O,O,F,O,
2016-42-1-121–161,the,O,O,F,O,
2016-42-1-121–161,efficiency,B,O,T,O,
2016-42-1-121–161,of,O,O,F,O,
2016-42-1-121–161,a,O,O,F,O,
2016-42-1-121–161,batch,B,B,F,B,
2016-42-1-121–161,learning,I,I,F,I,
2016-42-1-121–161,SMT,I,B,T,I,
2016-42-1-121–161,system,I,O,T,I,
2016-42-1-121–161,with,O,O,F,O,
2016-42-1-121–161,that,O,O,F,O,
2016-42-1-121–161,of,O,O,F,O,
2016-42-1-121–161,an,O,O,F,O,
2016-42-1-121–161,online,B,O,T,O,
2016-42-1-121–161,learning,I,O,T,O,
2016-42-1-121–161,system,I,O,T,O,
2016-42-1-121–161,",",O,O,F,O,
2016-42-1-121–161,showing,O,O,F,O,
2016-42-1-121–161,that,O,O,F,O,
2016-42-1-121–161,online,B,O,T,O,
2016-42-1-121–161,learning,I,O,T,O,
2016-42-1-121–161,is,O,O,F,O,
2016-42-1-121–161,able,O,O,F,O,
2016-42-1-121–161,to,O,O,F,O,
2016-42-1-121–161,work,O,O,F,O,
2016-42-1-121–161,in,O,O,F,O,
2016-42-1-121–161,real,B,O,T,O,
2016-42-1-121–161,time,I,O,T,O,
2016-42-1-121–161,whereas,O,O,F,O,
2016-42-1-121–161,the,O,O,F,O,
2016-42-1-121–161,time,B,O,T,O,
2016-42-1-121–161,cost,I,O,T,O,
2016-42-1-121–161,of,O,O,F,O,
2016-42-1-121–161,batch,B,O,T,B,
2016-42-1-121–161,retraining,I,O,T,I,
2016-42-1-121–161,soon,O,O,F,O,
2016-42-1-121–161,becomes,O,O,F,O,
2016-42-1-121–161,infeasible,O,O,F,O,
2016-42-1-121–161,.,O,O,F,O,
2016-42-1-121–161,Empirical,B,O,T,B,
2016-42-1-121–161,results,I,O,T,I,
2016-42-1-121–161,also,O,O,F,O,
2016-42-1-121–161,showed,O,O,F,O,
2016-42-1-121–161,that,O,O,F,O,
2016-42-1-121–161,the,O,O,F,O,
2016-42-1-121–161,performance,O,O,F,O,
2016-42-1-121–161,of,O,O,F,O,
2016-42-1-121–161,online,B,O,T,O,
2016-42-1-121–161,learning,I,O,T,O,
2016-42-1-121–161,is,O,O,F,O,
2016-42-1-121–161,comparable,O,O,F,O,
2016-42-1-121–161,to,O,O,F,O,
2016-42-1-121–161,that,O,O,F,O,
2016-42-1-121–161,of,O,O,F,O,
2016-42-1-121–161,batch,B,O,T,B,
2016-42-1-121–161,learning,I,O,T,I,
2016-42-1-121–161,.,O,O,F,O,
2016-42-1-121–161,Moreover,O,O,F,O,
2016-42-1-121–161,",",O,O,F,O,
2016-42-1-121–161,the,O,O,F,O,
2016-42-1-121–161,proposed,O,O,F,O,
2016-42-1-121–161,techniques,O,O,F,O,
2016-42-1-121–161,were,O,O,F,O,
2016-42-1-121–161,able,O,O,F,O,
2016-42-1-121–161,to,O,O,F,O,
2016-42-1-121–161,learn,B,O,T,B,
2016-42-1-121–161,from,O,O,F,O,
2016-42-1-121–161,previously,B,O,T,O,
2016-42-1-121–161,estimated,I,O,T,O,
2016-42-1-121–161,models,I,O,T,O,
2016-42-1-121–161,or,O,O,F,O,
2016-42-1-121–161,from,B,O,T,O,
2016-42-1-121–161,scratch,I,O,T,O,
2016-42-1-121–161,.,O,O,F,O,
2016-42-1-121–161,We,O,O,F,O,
2016-42-1-121–161,also,O,O,F,O,
2016-42-1-121–161,propose,O,O,F,O,
2016-42-1-121–161,two,O,O,F,O,
2016-42-1-121–161,new,O,O,F,O,
2016-42-1-121–161,measures,B,O,T,O,
2016-42-1-121–161,to,O,O,F,O,
2016-42-1-121–161,predict,B,O,T,O,
2016-42-1-121–161,the,O,O,F,O,
2016-42-1-121–161,effectiveness,B,O,T,O,
2016-42-1-121–161,of,I,O,T,O,
2016-42-1-121–161,online,I,O,T,O,
2016-42-1-121–161,learning,I,O,T,O,
2016-42-1-121–161,in,O,O,F,O,
2016-42-1-121–161,SMT,B,B,F,B,
2016-42-1-121–161,tasks,I,O,T,I,
2016-42-1-121–161,.,O,O,F,O,
2016-42-1-121–161,The,O,O,F,O,
2016-42-1-121–161,translation,B,B,F,B,
2016-42-1-121–161,system,I,I,F,I,
2016-42-1-121–161,with,O,O,F,O,
2016-42-1-121–161,online,B,O,T,O,
2016-42-1-121–161,learning,I,O,T,O,
2016-42-1-121–161,capabilities,I,O,T,O,
2016-42-1-121–161,presented,O,O,F,O,
2016-42-1-121–161,here,O,O,F,O,
2016-42-1-121–161,is,O,O,F,O,
2016-42-1-121–161,implemented,O,O,F,O,
2016-42-1-121–161,in,O,O,F,O,
2016-42-1-121–161,the,O,O,F,O,
2016-42-1-121–161,open,B,O,T,O,
2016-42-1-121–161,-,I,O,T,O,
2016-42-1-121–161,source,I,O,T,O,
2016-42-1-121–161,Thot,I,O,T,O,
2016-42-1-121–161,toolkit,I,O,T,O,
2016-42-1-121–161,for,O,O,F,O,
2016-42-1-121–161,SMT,B,B,F,B,
2016-42-1-121–161,.,O,O,F,O,
2016-42-1-91–120,This,O,O,F,O,
2016-42-1-91–120,article,O,O,F,O,
2016-42-1-91–120,presents,O,O,F,O,
2016-42-1-91–120,a,O,O,F,O,
2016-42-1-91–120,comparative,B,O,T,O,
2016-42-1-91–120,study,I,O,T,O,
2016-42-1-91–120,of,O,O,F,O,
2016-42-1-91–120,a,O,O,F,O,
2016-42-1-91–120,subfield,O,O,F,O,
2016-42-1-91–120,of,O,O,F,O,
2016-42-1-91–120,morphology,B,B,F,B,
2016-42-1-91–120,learning,I,I,F,I,
2016-42-1-91–120,referred,O,O,F,O,
2016-42-1-91–120,to,O,O,F,O,
2016-42-1-91–120,as,O,O,F,O,
2016-42-1-91–120,minimally,B,O,T,B,
2016-42-1-91–120,supervised,I,O,T,I,
2016-42-1-91–120,morphological,I,B,T,I,
2016-42-1-91–120,segmentation,I,I,F,I,
2016-42-1-91–120,.,O,O,F,O,
2016-42-1-91–120,In,O,O,F,O,
2016-42-1-91–120,morphological,B,B,F,B,
2016-42-1-91–120,segmentation,I,I,F,I,
2016-42-1-91–120,",",O,O,F,O,
2016-42-1-91–120,word,B,O,T,B,
2016-42-1-91–120,forms,I,O,T,I,
2016-42-1-91–120,are,O,O,F,O,
2016-42-1-91–120,segmented,B,O,T,B,
2016-42-1-91–120,into,O,O,F,O,
2016-42-1-91–120,morphs,B,B,F,B,
2016-42-1-91–120,",",O,O,F,O,
2016-42-1-91–120,the,O,O,F,O,
2016-42-1-91–120,surface,B,O,T,B,
2016-42-1-91–120,forms,I,O,T,I,
2016-42-1-91–120,of,O,O,F,O,
2016-42-1-91–120,morphemes,B,B,F,B,
2016-42-1-91–120,.,O,O,F,O,
2016-42-1-91–120,In,O,O,F,O,
2016-42-1-91–120,the,O,O,F,O,
2016-42-1-91–120,minimally,B,O,T,B,
2016-42-1-91–120,supervised,I,O,T,I,
2016-42-1-91–120,data,I,O,T,I,
2016-42-1-91–120,-,I,O,T,I,
2016-42-1-91–120,driven,I,O,T,I,
2016-42-1-91–120,learning,I,O,T,I,
2016-42-1-91–120,setting,I,O,T,I,
2016-42-1-91–120,",",O,O,F,O,
2016-42-1-91–120,segmentation,B,B,F,B,
2016-42-1-91–120,models,I,I,F,I,
2016-42-1-91–120,are,O,O,F,O,
2016-42-1-91–120,learned,B,O,T,O,
2016-42-1-91–120,from,O,O,F,O,
2016-42-1-91–120,a,O,O,F,O,
2016-42-1-91–120,small,O,O,F,O,
2016-42-1-91–120,number,O,O,F,O,
2016-42-1-91–120,of,O,O,F,O,
2016-42-1-91–120,manually,B,B,F,B,
2016-42-1-91–120,annotated,I,I,F,I,
2016-42-1-91–120,word,I,O,T,O,
2016-42-1-91–120,forms,I,O,T,O,
2016-42-1-91–120,and,O,O,F,O,
2016-42-1-91–120,a,O,O,F,O,
2016-42-1-91–120,large,O,O,F,O,
2016-42-1-91–120,set,O,O,F,O,
2016-42-1-91–120,of,O,O,F,O,
2016-42-1-91–120,unannotated,B,B,F,B,
2016-42-1-91–120,word,I,O,T,O,
2016-42-1-91–120,forms,I,O,T,O,
2016-42-1-91–120,.,O,O,F,O,
2016-42-1-91–120,In,O,O,F,O,
2016-42-1-91–120,addition,O,O,F,O,
2016-42-1-91–120,to,O,O,F,O,
2016-42-1-91–120,providing,O,O,F,O,
2016-42-1-91–120,a,O,O,F,O,
2016-42-1-91–120,literature,B,O,T,O,
2016-42-1-91–120,survey,I,O,T,O,
2016-42-1-91–120,on,O,O,F,O,
2016-42-1-91–120,published,O,O,F,O,
2016-42-1-91–120,methods,O,O,F,O,
2016-42-1-91–120,",",O,O,F,O,
2016-42-1-91–120,we,O,O,F,O,
2016-42-1-91–120,present,O,O,F,O,
2016-42-1-91–120,an,O,O,F,O,
2016-42-1-91–120,in,O,O,F,O,
2016-42-1-91–120,-,O,O,F,O,
2016-42-1-91–120,depth,O,O,F,O,
2016-42-1-91–120,empirical,B,O,T,O,
2016-42-1-91–120,comparison,I,O,T,O,
2016-42-1-91–120,on,O,O,F,O,
2016-42-1-91–120,three,O,O,F,O,
2016-42-1-91–120,diverse,O,O,F,O,
2016-42-1-91–120,model,B,O,T,B,
2016-42-1-91–120,families,I,O,T,I,
2016-42-1-91–120,",",O,O,F,O,
2016-42-1-91–120,including,O,O,F,O,
2016-42-1-91–120,a,O,O,F,O,
2016-42-1-91–120,detailed,O,O,F,O,
2016-42-1-91–120,error,B,B,F,B,
2016-42-1-91–120,analysis,I,I,F,I,
2016-42-1-91–120,.,O,O,F,O,
2016-42-1-91–120,Based,O,O,F,O,
2016-42-1-91–120,on,O,O,F,O,
2016-42-1-91–120,the,O,O,F,O,
2016-42-1-91–120,literature,B,O,T,O,
2016-42-1-91–120,survey,I,O,T,O,
2016-42-1-91–120,",",O,O,F,O,
2016-42-1-91–120,we,O,O,F,O,
2016-42-1-91–120,conclude,O,O,F,O,
2016-42-1-91–120,that,O,O,F,O,
2016-42-1-91–120,the,O,O,F,O,
2016-42-1-91–120,existing,O,O,F,O,
2016-42-1-91–120,methodology,O,O,F,O,
2016-42-1-91–120,contains,O,O,F,O,
2016-42-1-91–120,substantial,O,O,F,O,
2016-42-1-91–120,work,O,O,F,O,
2016-42-1-91–120,on,O,O,F,O,
2016-42-1-91–120,generative,B,B,F,B,
2016-42-1-91–120,morph,I,I,F,I,
2016-42-1-91–120,lexicon,I,I,F,I,
2016-42-1-91–120,-,I,O,T,O,
2016-42-1-91–120,based,I,O,T,O,
2016-42-1-91–120,approaches,I,O,T,O,
2016-42-1-91–120,and,O,O,F,O,
2016-42-1-91–120,methods,O,O,F,O,
2016-42-1-91–120,based,O,O,F,O,
2016-42-1-91–120,on,O,O,F,O,
2016-42-1-91–120,discriminative,B,B,F,B,
2016-42-1-91–120,boundary,I,I,F,I,
2016-42-1-91–120,detection,I,O,T,I,
2016-42-1-91–120,.,O,O,F,O,
2016-42-1-91–120,As,O,O,F,O,
2016-42-1-91–120,for,O,O,F,O,
2016-42-1-91–120,which,O,O,F,O,
2016-42-1-91–120,approach,O,O,F,O,
2016-42-1-91–120,has,O,O,F,O,
2016-42-1-91–120,been,O,O,F,O,
2016-42-1-91–120,more,O,O,F,O,
2016-42-1-91–120,successful,O,O,F,O,
2016-42-1-91–120,",",O,O,F,O,
2016-42-1-91–120,both,O,O,F,O,
2016-42-1-91–120,the,O,O,F,O,
2016-42-1-91–120,previous,O,O,F,O,
2016-42-1-91–120,work,O,O,F,O,
2016-42-1-91–120,and,O,O,F,O,
2016-42-1-91–120,the,O,O,F,O,
2016-42-1-91–120,empirical,B,O,T,B,
2016-42-1-91–120,evaluation,I,O,T,I,
2016-42-1-91–120,presented,O,O,F,O,
2016-42-1-91–120,here,O,O,F,O,
2016-42-1-91–120,strongly,O,O,F,O,
2016-42-1-91–120,imply,O,O,F,O,
2016-42-1-91–120,that,O,O,F,O,
2016-42-1-91–120,the,O,O,F,O,
2016-42-1-91–120,current,O,O,F,O,
2016-42-1-91–120,state,B,O,T,O,
2016-42-1-91–120,of,I,O,T,O,
2016-42-1-91–120,the,I,O,T,O,
2016-42-1-91–120,art,I,O,T,O,
2016-42-1-91–120,is,O,O,F,O,
2016-42-1-91–120,yielded,O,O,F,O,
2016-42-1-91–120,by,O,O,F,O,
2016-42-1-91–120,the,O,O,F,O,
2016-42-1-91–120,discriminative,B,B,F,B,
2016-42-1-91–120,boundary,I,I,F,I,
2016-42-1-91–120,detection,I,O,T,I,
2016-42-1-91–120,methodology,I,O,T,I,
2016-42-1-91–120,.,O,O,F,O,
2016-42-2-245-275,Word,B,B,F,B,
2016-42-2-245-275,sense,I,I,F,I,
2016-42-2-245-275,disambiguation,I,I,F,I,
2016-42-2-245-275,and,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,related,O,O,F,O,
2016-42-2-245-275,field,O,O,F,O,
2016-42-2-245-275,of,O,O,F,O,
2016-42-2-245-275,automated,B,O,T,B,
2016-42-2-245-275,word,I,B,T,I,
2016-42-2-245-275,sense,I,I,F,I,
2016-42-2-245-275,induction,I,I,F,I,
2016-42-2-245-275,traditionally,O,O,F,O,
2016-42-2-245-275,assume,O,O,F,O,
2016-42-2-245-275,that,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,occurrences,B,O,T,O,
2016-42-2-245-275,of,O,O,F,O,
2016-42-2-245-275,a,O,O,F,O,
2016-42-2-245-275,lemma,B,B,F,B,
2016-42-2-245-275,can,O,O,F,O,
2016-42-2-245-275,be,O,O,F,O,
2016-42-2-245-275,partitioned,B,O,T,O,
2016-42-2-245-275,into,O,O,F,O,
2016-42-2-245-275,senses,B,O,T,O,
2016-42-2-245-275,.,O,O,F,O,
2016-42-2-245-275,But,O,O,F,O,
2016-42-2-245-275,this,O,O,F,O,
2016-42-2-245-275,seems,O,O,F,O,
2016-42-2-245-275,to,O,O,F,O,
2016-42-2-245-275,be,O,O,F,O,
2016-42-2-245-275,a,O,O,F,O,
2016-42-2-245-275,much,O,O,F,O,
2016-42-2-245-275,easier,O,O,F,O,
2016-42-2-245-275,task,O,O,F,O,
2016-42-2-245-275,for,O,O,F,O,
2016-42-2-245-275,some,O,O,F,O,
2016-42-2-245-275,lemmas,B,B,F,B,
2016-42-2-245-275,than,O,O,F,O,
2016-42-2-245-275,others,O,O,F,O,
2016-42-2-245-275,.,O,O,F,O,
2016-42-2-245-275,Our,O,O,F,O,
2016-42-2-245-275,work,O,O,F,O,
2016-42-2-245-275,builds,O,O,F,O,
2016-42-2-245-275,on,O,O,F,O,
2016-42-2-245-275,recent,O,O,F,O,
2016-42-2-245-275,work,O,O,F,O,
2016-42-2-245-275,that,O,O,F,O,
2016-42-2-245-275,proposes,O,O,F,O,
2016-42-2-245-275,describing,O,O,F,O,
2016-42-2-245-275,word,O,O,F,O,
2016-42-2-245-275,meaning,O,O,F,O,
2016-42-2-245-275,in,O,O,F,O,
2016-42-2-245-275,a,O,O,F,O,
2016-42-2-245-275,graded,B,O,T,O,
2016-42-2-245-275,fashion,I,O,T,O,
2016-42-2-245-275,rather,O,O,F,O,
2016-42-2-245-275,than,O,O,F,O,
2016-42-2-245-275,through,O,O,F,O,
2016-42-2-245-275,a,O,O,F,O,
2016-42-2-245-275,strict,B,O,T,B,
2016-42-2-245-275,partition,I,O,T,I,
2016-42-2-245-275,into,O,O,F,O,
2016-42-2-245-275,senses,B,O,T,B,
2016-42-2-245-275,,,O,O,F,O
2016-42-2-245-275,in,O,O,F,O,
2016-42-2-245-275,this,O,O,F,O,
2016-42-2-245-275,article,O,O,F,O,
2016-42-2-245-275,we,O,O,F,O,
2016-42-2-245-275,argue,O,O,F,O,
2016-42-2-245-275,that,O,O,F,O,
2016-42-2-245-275,not,O,O,F,O,
2016-42-2-245-275,all,O,O,F,O,
2016-42-2-245-275,lemmas,B,B,F,B,
2016-42-2-245-275,may,O,O,F,O,
2016-42-2-245-275,need,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,more,O,O,F,O,
2016-42-2-245-275,complex,O,O,F,O,
2016-42-2-245-275,graded,B,O,T,O,
2016-42-2-245-275,analysis,I,O,T,O,
2016-42-2-245-275,",",O,O,F,O,
2016-42-2-245-275,depending,O,O,F,O,
2016-42-2-245-275,on,O,O,F,O,
2016-42-2-245-275,their,O,O,F,O,
2016-42-2-245-275,partitionability,B,B,F,B,
2016-42-2-245-275,.,O,O,F,O,
2016-42-2-245-275,Although,O,O,F,O,
2016-42-2-245-275,there,O,O,F,O,
2016-42-2-245-275,is,O,O,F,O,
2016-42-2-245-275,plenty,O,O,F,O,
2016-42-2-245-275,of,O,O,F,O,
2016-42-2-245-275,evidence,O,O,F,O,
2016-42-2-245-275,from,O,O,F,O,
2016-42-2-245-275,previous,O,O,F,O,
2016-42-2-245-275,studies,O,O,F,O,
2016-42-2-245-275,and,O,O,F,O,
2016-42-2-245-275,from,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,linguistics,O,B,T,O,
2016-42-2-245-275,literature,O,I,T,O,
2016-42-2-245-275,that,O,O,F,O,
2016-42-2-245-275,there,O,O,F,O,
2016-42-2-245-275,is,O,O,F,O,
2016-42-2-245-275,a,O,O,F,O,
2016-42-2-245-275,spectrum,B,O,T,B,
2016-42-2-245-275,of,I,O,T,I,
2016-42-2-245-275,partitionability,I,B,T,I,
2016-42-2-245-275,of,O,O,F,O,
2016-42-2-245-275,word,O,O,F,O,
2016-42-2-245-275,meanings,O,O,F,O,
2016-42-2-245-275,",",O,O,F,O,
2016-42-2-245-275,this,O,O,F,O,
2016-42-2-245-275,is,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,first,O,O,F,O,
2016-42-2-245-275,attempt,O,O,F,O,
2016-42-2-245-275,to,O,O,F,O,
2016-42-2-245-275,measure,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,phenomenon,O,O,F,O,
2016-42-2-245-275,and,O,O,F,O,
2016-42-2-245-275,to,O,O,F,O,
2016-42-2-245-275,couple,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,machine,B,B,F,B,
2016-42-2-245-275,learning,I,I,F,I,
2016-42-2-245-275,literature,I,I,F,I,
2016-42-2-245-275,on,O,O,F,O,
2016-42-2-245-275,clusterability,B,B,F,B,
2016-42-2-245-275,with,O,O,F,O,
2016-42-2-245-275,word,O,O,F,O,
2016-42-2-245-275,usage,O,O,F,O,
2016-42-2-245-275,data,O,O,F,O,
2016-42-2-245-275,used,O,O,F,O,
2016-42-2-245-275,in,O,O,F,O,
2016-42-2-245-275,computational,B,B,F,B,
2016-42-2-245-275,linguistics,I,I,F,I,
2016-42-2-245-275,.,O,O,F,O,
2016-42-2-245-275,We,O,O,F,O,
2016-42-2-245-275,propose,O,O,F,O,
2016-42-2-245-275,to,O,O,F,O,
2016-42-2-245-275,operationalize,B,O,T,B,
2016-42-2-245-275,partitionability,I,B,T,I,
2016-42-2-245-275,as,O,O,F,O,
2016-42-2-245-275,clusterability,B,B,F,B,
2016-42-2-245-275,",",O,O,F,O,
2016-42-2-245-275,a,O,O,F,O,
2016-42-2-245-275,measure,O,O,F,O,
2016-42-2-245-275,of,O,O,F,O,
2016-42-2-245-275,how,O,O,F,O,
2016-42-2-245-275,easy,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,occurrences,O,O,F,O,
2016-42-2-245-275,of,O,O,F,O,
2016-42-2-245-275,a,O,O,F,O,
2016-42-2-245-275,lemma,B,B,F,B,
2016-42-2-245-275,are,O,O,F,O,
2016-42-2-245-275,to,O,O,F,O,
2016-42-2-245-275,cluster,B,O,T,B,
2016-42-2-245-275,.,O,O,F,O,
2016-42-2-245-275,We,O,O,F,O,
2016-42-2-245-275,test,O,O,F,O,
2016-42-2-245-275,two,O,O,F,O,
2016-42-2-245-275,ways,O,O,F,O,
2016-42-2-245-275,of,O,O,F,O,
2016-42-2-245-275,measuring,O,O,F,O,
2016-42-2-245-275,clusterability,B,B,F,B,
2016-42-2-245-275,:,O,O,F,O,
2016-42-2-245-275,(,O,O,F,O,
2016-42-2-245-275,1,O,O,F,O,
2016-42-2-245-275,),O,O,F,O,
2016-42-2-245-275,existing,O,O,F,O,
2016-42-2-245-275,measures,O,O,F,O,
2016-42-2-245-275,from,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,machine,B,B,F,B,
2016-42-2-245-275,learning,I,I,F,I,
2016-42-2-245-275,literature,I,I,F,I,
2016-42-2-245-275,that,O,O,F,O,
2016-42-2-245-275,aim,O,O,F,O,
2016-42-2-245-275,to,O,O,F,O,
2016-42-2-245-275,measure,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,goodness,B,O,T,B,
2016-42-2-245-275,of,I,O,T,I,
2016-42-2-245-275,optimal,I,O,T,I,
2016-42-2-245-275,k,I,O,T,I,
2016-42-2-245-275,-,I,O,T,I,
2016-42-2-245-275,means,I,O,T,I,
2016-42-2-245-275,clusterings,I,O,T,I,
2016-42-2-245-275,",",O,O,F,O,
2016-42-2-245-275,and,O,O,F,O,
2016-42-2-245-275,(,O,O,F,O,
2016-42-2-245-275,2,O,O,F,O,
2016-42-2-245-275,),O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,idea,O,O,F,O,
2016-42-2-245-275,that,O,O,F,O,
2016-42-2-245-275,if,O,O,F,O,
2016-42-2-245-275,a,O,O,F,O,
2016-42-2-245-275,lemma,B,B,F,B,
2016-42-2-245-275,is,O,O,F,O,
2016-42-2-245-275,more,O,O,F,O,
2016-42-2-245-275,clusterable,B,O,T,B,
2016-42-2-245-275,",",O,O,F,O,
2016-42-2-245-275,two,O,O,F,O,
2016-42-2-245-275,clusterings,B,O,T,B,
2016-42-2-245-275,based,O,O,F,O,
2016-42-2-245-275,on,O,O,F,O,
2016-42-2-245-275,two,O,O,F,O,
2016-42-2-245-275,different,O,O,F,O,
2016-42-2-245-275,“,B,O,T,O,
2016-42-2-245-275,views,I,O,T,O,
2016-42-2-245-275,”,I,O,T,O,
2016-42-2-245-275,of,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,same,O,O,F,O,
2016-42-2-245-275,data,O,O,F,O,
2016-42-2-245-275,points,O,O,F,O,
2016-42-2-245-275,will,O,O,F,O,
2016-42-2-245-275,be,O,O,F,O,
2016-42-2-245-275,more,O,O,F,O,
2016-42-2-245-275,congruent,B,O,T,B,
2016-42-2-245-275,.,O,O,F,O,
2016-42-2-245-275,The,O,O,F,O,
2016-42-2-245-275,two,O,O,F,O,
2016-42-2-245-275,views,O,O,F,O,
2016-42-2-245-275,that,O,O,F,O,
2016-42-2-245-275,we,O,O,F,O,
2016-42-2-245-275,use,O,O,F,O,
2016-42-2-245-275,are,O,O,F,O,
2016-42-2-245-275,two,O,O,F,O,
2016-42-2-245-275,different,O,O,F,O,
2016-42-2-245-275,sets,O,O,F,O,
2016-42-2-245-275,of,O,O,F,O,
2016-42-2-245-275,manually,B,O,T,B,
2016-42-2-245-275,constructed,I,O,T,I,
2016-42-2-245-275,lexical,I,B,T,I,
2016-42-2-245-275,substitutes,I,O,T,I,
2016-42-2-245-275,for,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,target,B,O,T,B,
2016-42-2-245-275,lemma,I,B,T,I,
2016-42-2-245-275,",",O,O,F,O,
2016-42-2-245-275,on,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,one,O,O,F,O,
2016-42-2-245-275,hand,O,O,F,O,
2016-42-2-245-275,monolingual,B,B,F,B,
2016-42-2-245-275,paraphrases,I,I,F,I,
2016-42-2-245-275,",",O,O,F,O,
2016-42-2-245-275,and,O,O,F,O,
2016-42-2-245-275,on,O,O,F,O,
2016-42-2-245-275,the,O,O,F,O,
2016-42-2-245-275,other,O,O,F,O,
2016-42-2-245-275,hand,O,O,F,O,
2016-42-2-245-275,translations,O,B,T,B,
2016-42-2-245-275,.,O,O,F,O,
2016-42-2-245-275,We,O,O,F,O,
